id,layer,source_path,line,english,proposed_ja,status,reviewer,notes
958,tui,app/tui/src/headless/aca_setup.ts,161,Azure CLI not logged in within 120s -- ensure ~/.azure exists,,translated,PR-4.3,
959,tui,app/tui/src/headless/aca_setup.ts,176,No Azure subscriptions available,,translated,PR-4.3,
960,tui,app/tui/src/headless/aca_setup.ts,179,Auto-selecting subscription: ${sub.name} (${sub.id}),,translated,PR-4.3,
961,tui,app/tui/src/headless/aca_setup.ts,187,(auto),,translated,PR-4.3,
962,tui,app/tui/src/headless/aca_setup.ts,202,Foundry deploy failed (${status}): ${JSON.stringify(data)},,translated,PR-4.3,
963,tui,app/tui/src/headless/aca_setup.ts,205,Foundry deployed: endpoint=${data.foundry_endpoint},,translated,PR-4.3,
964,tui,app/tui/src/headless/aca_setup.ts,206,Models: ${JSON.stringify(data.deployed_models)},,translated,PR-4.3,
965,tui,app/tui/src/headless/aca_setup.ts,207,Key Vault: ${data.key_vault_url},,translated,PR-4.3,
966,tui,app/tui/src/headless/aca_setup.ts,227,ACA deploy failed (${status}): ${JSON.stringify(data)},,translated,PR-4.3,
967,tui,app/tui/src/headless/aca_setup.ts,233,: step.status ===,,translated,PR-4.3,
968,tui,app/tui/src/headless/aca_setup.ts,234,[${icon}] ${step.step}${step.detail ?,,translated,PR-4.3,
969,tui,app/tui/src/headless/aca_setup.ts,237,ACA runtime FQDN: ${data.runtime_fqdn},,translated,PR-4.3,
970,tui,app/tui/src/headless/aca_setup.ts,242,Waiting for ACA runtime to become ready via admin proxy ...,,translated,PR-4.3,
971,tui,app/tui/src/headless/aca_setup.ts,249,Admin health OK (runtime proxied),,translated,PR-4.3,
972,tui,app/tui/src/headless/aca_setup.ts,258,ACA runtime health check passed,,translated,PR-4.3,
973,tui,app/tui/src/headless/aca_setup.ts,262,Sending chat probe via WebSocket ...,,translated,PR-4.3,
974,tui,app/tui/src/headless/aca_setup.ts,275,"Chat probe OK: ${text.slice(0, 100)}",,translated,PR-4.3,
975,tui,app/tui/src/headless/aca_setup.ts,280,Chat probe failed: ${lastError} -- retrying in 10s,,translated,PR-4.3,
976,tui,app/tui/src/headless/aca_setup.ts,284,Chat probe did not succeed within 300s. Last error: ${lastError},,translated,PR-4.3,
977,tui,app/tui/src/headless/aca_setup.ts,292,Chat response timed out after 90s,,translated,PR-4.3,
978,tui,app/tui/src/headless/aca_setup.ts,316,Chat error,,translated,PR-4.3,
979,tui,app/tui/src/headless/aca_setup.ts,323,WebSocket connection error,,translated,PR-4.3,
980,tui,app/tui/src/headless/aca_setup.ts,329,WebSocket closed without response,,translated,PR-4.3,
981,tui,app/tui/src/headless/aca_setup.ts,335,Destroying ACA deployment ...,,translated,PR-4.3,
982,tui,app/tui/src/headless/aca_setup.ts,342,ACA destroy: ${status} ${JSON.stringify(data)},,translated,PR-4.3,
983,tui,app/tui/src/headless/aca_setup.ts,345,ACA destroy failed (best-effort): ${msg},,translated,PR-4.3,
984,tui,app/tui/src/headless/aca_setup.ts,350,Decommissioning Foundry: rg=${RG},,translated,PR-4.3,
985,tui,app/tui/src/headless/aca_setup.ts,357,Decommission: ${status} ${JSON.stringify(data)},,translated,PR-4.3,
986,tui,app/tui/src/headless/aca_setup.ts,360,Decommission failed (best-effort): ${msg},,translated,PR-4.3,
987,tui,app/tui/src/headless/aca_setup.ts,365,Triggering ACA runtime restart ...,,translated,PR-4.3,
988,tui,app/tui/src/headless/aca_setup.ts,372,ACA restart: ${status} ${JSON.stringify(data)},,translated,PR-4.3,
989,tui,app/tui/src/headless/aca_setup.ts,375,ACA restart failed: ${msg},,translated,PR-4.3,
990,tui,app/tui/src/headless/aca_setup.ts,376,ACA restart failed: ${msg},,translated,PR-4.3,
991,tui,app/tui/src/headless/aca_setup.ts,398,ACA SETUP COMPLETE in ${elapsed}s,,translated,PR-4.3,
992,tui,app/tui/src/headless/aca_setup.ts,399,"Chat probe: ${probeText.slice(0, 100)}",,translated,PR-4.3,
993,tui,app/tui/src/headless/aca_setup.ts,410,FATAL: ACA Setup failed: ${msg},,translated,PR-4.3,
994,tui,app/tui/src/headless/aca_setup.ts,419,Stopping admin container ...,,translated,PR-4.3,
995,tui,app/tui/src/headless/setup.ts,50,[${ts}] ${msg},,translated,PR-4.3,
996,tui,app/tui/src/headless/setup.ts,54,FATAL: ${msg},,translated,PR-4.3,
997,tui,app/tui/src/headless/setup.ts,63,Content-Type,,translated,PR-4.3,
998,tui,app/tui/src/headless/setup.ts,64,Authorization,,translated,PR-4.3,
999,tui,app/tui/src/headless/setup.ts,64,Bearer ${secret},,translated,PR-4.3,
1000,tui,app/tui/src/headless/setup.ts,85,Building Docker image ...,,translated,PR-4.3,
1001,tui,app/tui/src/headless/setup.ts,91,Docker build failed,,translated,PR-4.3,
1002,tui,app/tui/src/headless/setup.ts,93,Starting Docker stack ...,,translated,PR-4.3,
1003,tui,app/tui/src/headless/setup.ts,96,Waiting for admin health ...,,translated,PR-4.3,
1004,tui,app/tui/src/headless/setup.ts,98,Admin did not become healthy within 120s,,translated,PR-4.3,
1005,tui,app/tui/src/headless/setup.ts,100,Admin is healthy,,translated,PR-4.3,
1006,tui,app/tui/src/headless/setup.ts,105,Checking Azure CLI status ...,,translated,PR-4.3,
1007,tui,app/tui/src/headless/setup.ts,117,} (${data.subscription ||,,translated,PR-4.3,
1008,tui,app/tui/src/headless/setup.ts,117,"Azure logged in: ${data.user || ""?""} (${data.subscription || ""?""})",,translated,PR-4.3,
1009,tui,app/tui/src/headless/setup.ts,121,Azure needs subscription selection,,translated,PR-4.3,
1010,tui,app/tui/src/headless/setup.ts,129,} (${d2.subscription ||,,translated,PR-4.3,
1011,tui,app/tui/src/headless/setup.ts,129,"Azure logged in: ${d2.user || ""?""} (${d2.subscription || ""?""})",,translated,PR-4.3,
1012,tui,app/tui/src/headless/setup.ts,136,Azure check attempt failed: ${msg} -- retrying ...,,translated,PR-4.3,
1013,tui,app/tui/src/headless/setup.ts,140,Azure CLI not logged in within 120s -- ensure ~/.azure exists,,translated,PR-4.3,
1014,tui,app/tui/src/headless/setup.ts,156,No Azure subscriptions available,,translated,PR-4.3,
1015,tui,app/tui/src/headless/setup.ts,159,Auto-selecting subscription: ${sub.name} (${sub.id}),,translated,PR-4.3,
1016,tui,app/tui/src/headless/setup.ts,167,(auto),,translated,PR-4.3,
1017,tui,app/tui/src/headless/setup.ts,182,Foundry deploy failed (${status}): ${JSON.stringify(data)},,translated,PR-4.3,
1018,tui,app/tui/src/headless/setup.ts,185,Foundry deployed: endpoint=${data.foundry_endpoint},,translated,PR-4.3,
1019,tui,app/tui/src/headless/setup.ts,186,Models: ${JSON.stringify(data.deployed_models)},,translated,PR-4.3,
1020,tui,app/tui/src/headless/setup.ts,187,Key Vault: ${data.key_vault_url},,translated,PR-4.3,
1021,tui,app/tui/src/headless/setup.ts,192,Waiting for runtime to become ready (BYOK mode) ...,,translated,PR-4.3,
1022,tui,app/tui/src/headless/setup.ts,209,Runtime health check passed,,translated,PR-4.3,
1023,tui,app/tui/src/headless/setup.ts,213,Sending chat probe via WebSocket ...,,translated,PR-4.3,
1024,tui,app/tui/src/headless/setup.ts,226,"Chat probe OK: ${text.slice(0, 100)}",,translated,PR-4.3,
1025,tui,app/tui/src/headless/setup.ts,231,Chat probe failed: ${lastError} -- retrying in 8s,,translated,PR-4.3,
1026,tui,app/tui/src/headless/setup.ts,235,Chat probe did not succeed within 180s. Last error: ${lastError},,translated,PR-4.3,
1027,tui,app/tui/src/headless/setup.ts,243,Chat response timed out after 60s,,translated,PR-4.3,
1028,tui,app/tui/src/headless/setup.ts,267,Chat error,,translated,PR-4.3,
1029,tui,app/tui/src/headless/setup.ts,274,WebSocket connection error,,translated,PR-4.3,
1030,tui,app/tui/src/headless/setup.ts,280,WebSocket closed without response,,translated,PR-4.3,
1031,tui,app/tui/src/headless/setup.ts,286,Decommissioning: rg=${RG},,translated,PR-4.3,
1032,tui,app/tui/src/headless/setup.ts,292,Decommission: ${status} ${JSON.stringify(data)},,translated,PR-4.3,
1033,tui,app/tui/src/headless/setup.ts,312,SETUP COMPLETE in ${elapsed}s,,translated,PR-4.3,
1034,tui,app/tui/src/headless/setup.ts,313,"Chat probe: ${probeText.slice(0, 100)}",,translated,PR-4.3,
1035,tui,app/tui/src/headless/setup.ts,325,FATAL: Setup failed: ${msg},,translated,PR-4.3,
1036,tui,app/tui/src/api/client.ts,33,Content-Type,,translated,pr-4.5,
1037,tui,app/tui/src/api/client.ts,34,Authorization,,translated,pr-4.5,
1038,tui,app/tui/src/api/client.ts,34,Bearer ${this.secret},,translated,pr-4.5,
1039,tui,app/tui/src/api/client.ts,103,/api/plugins/${id}/enable,,translated,pr-4.5,
1040,tui,app/tui/src/api/client.ts,104,/api/plugins/${id}/disable,,translated,pr-4.5,
1041,tui,app/tui/src/api/client.ts,105,/api/plugins/${id},,translated,pr-4.5,
1042,tui,app/tui/src/api/client.ts,112,/api/mcp/servers/${name}/enable,,translated,pr-4.5,
1043,tui,app/tui/src/api/client.ts,113,/api/mcp/servers/${name}/disable,,translated,pr-4.5,
1044,tui,app/tui/src/api/client.ts,114,/api/mcp/servers/${name},,translated,pr-4.5,
1045,tui,app/tui/src/api/client.ts,124,/api/schedules/${id},,translated,pr-4.5,
1046,tui,app/tui/src/index.ts,37,Usage: polyclaw-cli <command> [options],,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1047,tui,app/tui/src/index.ts,39,Commands:,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1048,tui,app/tui/src/index.ts,40,admin Interactive TUI with dashboard and chat (default),,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1049,tui,app/tui/src/index.ts,41,bot Bot Framework server only (headless),,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1050,tui,app/tui/src/index.ts,42,"start Build, start, and print admin URL (scriptable)",,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1051,tui,app/tui/src/index.ts,43,"run <prompt> Start stack, send prompt, print response, exit",,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1052,tui,app/tui/src/index.ts,44,"setup Headless full setup: build, deploy Foundry, verify chat",,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1053,tui,app/tui/src/index.ts,45,decommission Tear down Azure resources provisioned by setup,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1054,tui,app/tui/src/index.ts,46,"aca-setup Headless ACA setup: build, Foundry + ACA deploy, verify chat",,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1055,tui,app/tui/src/index.ts,47,aca-decommission Tear down ACA + Foundry resources,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1056,tui,app/tui/src/index.ts,48,aca-restart Restart the ACA runtime container,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1057,tui,app/tui/src/index.ts,49,"aca-setup Headless ACA setup: build, Foundry + ACA deploy, verify chat",,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1058,tui,app/tui/src/index.ts,50,aca-decommission Tear down ACA + Foundry resources,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1059,tui,app/tui/src/index.ts,51,aca-restart Restart the ACA runtime container,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1060,tui,app/tui/src/index.ts,52,health Check if the stack is running and healthy,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1061,tui,app/tui/src/index.ts,53,stop Stop the running stack,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1062,tui,app/tui/src/index.ts,55,Environment:,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1063,tui,app/tui/src/index.ts,79,Docker build failed.,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1064,tui,app/tui/src/index.ts,87,Failed to start containers:,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1065,tui,app/tui/src/index.ts,108,Server did not become ready.,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1066,tui,app/tui/src/index.ts,117,Stopping...,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1067,tui,app/tui/src/index.ts,132,|| mode ===,|| mode ===,approved,PR-4.1,noise: collector false positive (extracted operator fragment) — no translation needed
1068,tui,app/tui/src/index.ts,138,Unknown command: ${mode},,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1069,tui,app/tui/src/index.ts,200,Health check failed: ${res.status} ${res.statusText},,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1070,tui,app/tui/src/index.ts,204,Stack is not running or not reachable.,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1071,tui,app/tui/src/index.ts,211,Stopping stack...,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1072,tui,app/tui/src/index.ts,213,Stopped.,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1073,tui,app/tui/src/index.ts,219,Building and starting polyclaw...,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1074,tui,app/tui/src/index.ts,223,Runtime: http://localhost:8080,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1075,tui,app/tui/src/index.ts,224,Admin: ${url},,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1076,tui,app/tui/src/index.ts,228,Waiting for server...,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1077,tui,app/tui/src/index.ts,230,Server is ready. Press Ctrl+C to stop.,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1078,tui,app/tui/src/index.ts,239,Usage: polyclaw-cli run <prompt>,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
1079,tui,app/tui/src/index.ts,256,Building and starting polyclaw...,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
